Institution Name,City,State,Website,Domain,Clearbit Logo URL
Culinary Tech Center (CTC),White Plains,New York (NY),https://www.culinarytechcenter.edu/,culinarytechcenter.edu,https://logo.clearbit.com/culinarytechcenter.edu
Randolph Technical Center (RTC),Elkins,West Virginia (WV),https://rtc.rand.k12.wv.us/,rtc.rand.k12.wv.us,https://logo.clearbit.com/rtc.rand.k12.wv.us
AMG School of Nursing (ASN),Brooklyn,New York (NY),https://amg.edu/,amg.edu,https://logo.clearbit.com/amg.edu
Saint Michael College of Allied Health (SMCAH),Washington,District of Columbia (DC),https://www.smcah.edu/,smcah.edu,https://logo.clearbit.com/smcah.edu
Presidio Graduate School (PGS),San Francisco,California (CA),https://www.presidio.edu/,presidio.edu,https://logo.clearbit.com/presidio.edu
Sandra Academy of Salon Services (SASS),New Tazewell,Tennessee (TN),https://www.sandraacademy.edu/,sandraacademy.edu,https://logo.clearbit.com/sandraacademy.edu
California Jazz Conservatory (CJC),Berkeley,California (CA),https://www.cjc.edu/,cjc.edu,https://logo.clearbit.com/cjc.edu
California Barber and Beauty College (CBBC),San Diego,California (CA),https://www.californiabarberandbeauty.com/,californiabarberandbeauty.com,https://logo.clearbit.com/californiabarberandbeauty.com
Laredo CHI Academy Beauty School (LCABS),Laredo,Texas (TX),https://www.laredochi.com/,laredochi.com,https://logo.clearbit.com/laredochi.com
Florida International Training Institute (FITI),Miami,Florida (FL),https://www.fitischools.com/,fitischools.com,https://logo.clearbit.com/fitischools.com
Gould's Academy (GA),Memphis,Tennessee (TN),https://www.gouldsacademy.com/,gouldsacademy.com,https://logo.clearbit.com/gouldsacademy.com
PPG Technical College (PTC),Caguas,,https://estudiappg.com/,estudiappg.com,https://logo.clearbit.com/estudiappg.com
Academy of Professional Cosmetology (APC),Rogers,Arkansas (AR),https://www.apcschools.com/,apcschools.com,https://logo.clearbit.com/apcschools.com
Kennesaw State University (KSU),Kennesaw,Georgia (GA),https://www.kennesaw.edu/,kennesaw.edu,https://logo.clearbit.com/kennesaw.edu
Entourage Institute of Beauty and Esthetics (EIBE),Lincoln,Nebraska (NE),https://www.entouragebeautyne.com/,entouragebeautyne.com,https://logo.clearbit.com/entouragebeautyne.com
Milligan University (MU),Milligan,Tennessee (TN),https://www.milligan.edu/,milligan.edu,https://logo.clearbit.com/milligan.edu
The University of Tennessee Health Science Center (TUTHSC),Memphis,Tennessee (TN),https://www.uthsc.edu/,uthsc.edu,https://logo.clearbit.com/uthsc.edu
Emory University-Oxford College (EUC),Oxford,Georgia (GA),https://www.oxford.emory.edu/,oxford.emory.edu,https://logo.clearbit.com/oxford.emory.edu
Southern Regional Technical College (SRTC),Thomasville,Georgia (GA),https://southernregional.edu/,southernregional.edu,https://logo.clearbit.com/southernregional.edu
Jones Technical Institute (JTI),Jacksonville,Florida (FL),https://www.jtech.org/,jtech.org,https://logo.clearbit.com/jtech.org
Texas State Technical College (TSTC),Waco,Texas (TX),https://www.tstc.edu/,tstc.edu,https://logo.clearbit.com/tstc.edu
Husson University (HU),Bangor,Maine (ME),https://www.husson.edu/,husson.edu,https://logo.clearbit.com/husson.edu
California Institute of Advanced Management (CIAM),Alhambra,California (CA),https://www.ciam.edu/,ciam.edu,https://logo.clearbit.com/ciam.edu
Academy of Interactive Entertainment (AIE),Lafayette,Louisiana (LA),https://lafayette.aie.edu/,lafayette.aie.edu,https://logo.clearbit.com/lafayette.aie.edu
Yeshiva Zichron Aryeh (YZA),Far Rockaway,New York (NY),https://yeshivazichronaryeh.com/,yeshivazichronaryeh.com,https://logo.clearbit.com/yeshivazichronaryeh.com
Butte County Regional Occupational Program (BCROP),Chico,California (CA),https://cte.bcoe.org/,cte.bcoe.org,https://logo.clearbit.com/cte.bcoe.org
Arclabs (A),Piedmont,South Carolina (SC),https://www.arclabs.edu/,arclabs.edu,https://logo.clearbit.com/arclabs.edu
Top of the Line Barber College (TTLBC),Charleston,South Carolina (SC),https://www.topofthelinebarbercollege.edu/,topofthelinebarbercollege.edu,https://logo.clearbit.com/topofthelinebarbercollege.edu
Midfield Institute of Cosmetology (MIC),Midfield,Alabama (AL),https://midfieldic.edu/,midfieldic.edu,https://logo.clearbit.com/midfieldic.edu
American Institute of Alternative Medicine (AIAM),East Brunswick,New Jersey (NJ),https://massageschoolnewjersey.com/,massageschoolnewjersey.com,https://logo.clearbit.com/massageschoolnewjersey.com
Felbry College (FC),Columbus,Ohio (OH),https://felbrycollege.edu/,felbrycollege.edu,https://logo.clearbit.com/felbrycollege.edu
Regional Center for Border Health (RCFBH),Somerton,Arizona (AZ),https://www.rcbh.edu/index.html,rcbh.edu,https://logo.clearbit.com/rcbh.edu
B-Unique Beauty and Barber Academy (BBBA),Greenville,South Carolina (SC),https://bubba-online.com/,bubba-online.com,https://logo.clearbit.com/bubba-online.com
Kentucky Horseshoeing School (KHS),Richmond,Kentucky (KY),https://khs.edu/,khs.edu,https://logo.clearbit.com/khs.edu
Image Maker Beauty Institute (IMBI),Hendersonville,Tennessee (TN),https://www.imagemakerbeauty.com/,imagemakerbeauty.com,https://logo.clearbit.com/imagemakerbeauty.com
Dalton Institute of Esthetics and Cosmetology (DIEC),Dalton,Georgia (GA),https://www.daltoninstitute.com/,daltoninstitute.com,https://logo.clearbit.com/daltoninstitute.com
CAAN Academy of Nursing (CAN),Matteson,Illinois (IL),https://caanacademy.org/,caanacademy.org,https://logo.clearbit.com/caanacademy.org
Martinsburg College (MC),Martinsburg,West Virginia (WV),https://www.martinsburgcollege.edu/,martinsburgcollege.edu,https://logo.clearbit.com/martinsburgcollege.edu
Alhambra Medical University (AMU),Alhambra,California (CA),https://www.amu.edu/,amu.edu,https://logo.clearbit.com/amu.edu
Central Yeshiva Beth Joseph (CYBJ),Brooklyn,New York (NY),https://centralyeshivabethjoseph.com/,centralyeshivabethjoseph.com,https://logo.clearbit.com/centralyeshivabethjoseph.com
Garden State Science and Technology Institute (GSSTI),Jersey City,New Jersey (NJ),https://www.gssti.edu/,gssti.edu,https://logo.clearbit.com/gssti.edu
Barber Tech Academy (BTA),Orangeburg,South Carolina (SC),https://www.barbertechacademy.com/,barbertechacademy.com,https://logo.clearbit.com/barbertechacademy.com
Abraham Lincoln University (ALU),Glendale,California (CA),https://www.alu.edu/,alu.edu,https://logo.clearbit.com/alu.edu
Med College (MC),Hialeah,Florida (FL),https://www.medcollege.edu/,medcollege.edu,https://logo.clearbit.com/medcollege.edu
Sonoran Desert Institute (SDI),Tempe,Arizona (AZ),https://www.sdi.edu/,sdi.edu,https://logo.clearbit.com/sdi.edu
Natural Images Beauty College (NIBC),Clute,Texas (TX),https://natural-images-bc.com/,natural-images-bc.com,https://logo.clearbit.com/natural-images-bc.com
Textures Institute of Cosmetology (TIC),Indianapolis,Indiana (IN),https://texturesinstitute.org/,texturesinstitute.org,https://logo.clearbit.com/texturesinstitute.org
Williams Technical College (WTC),Houma,Louisiana (LA),https://www.williamstechnicalcollege.com/,williamstechnicalcollege.com,https://logo.clearbit.com/williamstechnicalcollege.com
PiBerry Institute (PI),Homestead,Florida (FL),https://www.piberry.edu/,piberry.edu,https://logo.clearbit.com/piberry.edu
Ea La Mar's Cosmetology & Barber College (ELMCBC),Kansas City,Missouri (MO),https://www.ealamarscollege.com/,ealamarscollege.com,https://logo.clearbit.com/ealamarscollege.com
Regina Webb Academy (RWA),Bowling Green,Kentucky (KY),https://reginawebbacademy.com/,reginawebbacademy.com,https://logo.clearbit.com/reginawebbacademy.com
DeHart Technical School (DTS),Modesto,California (CA),https://www.deharttech.edu/,deharttech.edu,https://logo.clearbit.com/deharttech.edu
Medical Career & Technical College (MCTC),Richmond,Kentucky (KY),https://www.medicalcareerandtechnicalcollege.edu/,medicalcareerandtechnicalcollege.edu,https://logo.clearbit.com/medicalcareerandtechnicalcollege.edu
Center for Neurosomatic Studies (CFNS),Clearwater,Florida (FL),https://cns.edu/,cns.edu,https://logo.clearbit.com/cns.edu
Focus Personal Training Institute (FPTI),New York,New York (NY),https://www.fpti.edu/,fpti.edu,https://logo.clearbit.com/fpti.edu
Hair Academy School of Barbering & Beauty (HASBB),Newark,Delaware (DE),https://hairacademysbb.edu/,hairacademysbb.edu,https://logo.clearbit.com/hairacademysbb.edu
Fosbre Academy of Hair Design (FAHD),Olympia,Washington (WA),https://www.fosbre-academy.com/,fosbre-academy.com,https://logo.clearbit.com/fosbre-academy.com
National Personal Training Institute (NPTI),Orlando,Florida (FL),https://nptiflorida.edu/,nptiflorida.edu,https://logo.clearbit.com/nptiflorida.edu
Mission Beauty Institute (MBI),Mission,Texas (TX),https://www.missionbeautyinstitute.com/,missionbeautyinstitute.com,https://logo.clearbit.com/missionbeautyinstitute.com
Elim Bible Institute and College (EBIC),Lima,New York (NY),https://elim.edu/,elim.edu,https://logo.clearbit.com/elim.edu
Beth Medrash of Asbury Park (BMAP),Lakewood,New Jersey (NJ),https://baismedrashzichronmeir.com/,baismedrashzichronmeir.com,https://logo.clearbit.com/baismedrashzichronmeir.com
Hope College of Arts and Sciences (HCAS),Pompano Beach,Florida (FL),https://hcas.edu/,hcas.edu,https://logo.clearbit.com/hcas.edu
Yeshiva Gedolah Shaarei Shmuel (YGSS),Lakewood,New Jersey (NJ),https://yeshivagedolahshaareishmuel.com/,yeshivagedolahshaareishmuel.com,https://logo.clearbit.com/yeshivagedolahshaareishmuel.com
Premier Barber Institute (PBI),Norristown,Pennsylvania (PA),https://www.premierbarberinstitute.com/,premierbarberinstitute.com,https://logo.clearbit.com/premierbarberinstitute.com
International Beauty Education Center (IBEC),Airway Heights,Washington (WA),https://spokanebeautyschool.com/,spokanebeautyschool.com,https://logo.clearbit.com/spokanebeautyschool.com
Claremont Lincoln University (CLU),Claremont,California (CA),https://claremontlincoln.edu/,claremontlincoln.edu,https://logo.clearbit.com/claremontlincoln.edu
Phipps Academy of Barbering (PAB),Richton Park,Illinois (IL),https://www.phippsacademy.com/,phippsacademy.com,https://logo.clearbit.com/phippsacademy.com
Hoss Lee Academy (HLA),Roseville,California (CA),https://hossleeacademy.com/,hossleeacademy.com,https://logo.clearbit.com/hossleeacademy.com
Indiana Wellness College (IWC),Carmel,Indiana (IN),https://www.indianawellnesscollege.edu/,indianawellnesscollege.edu,https://logo.clearbit.com/indianawellnesscollege.edu
Kenny's Academy of Barbering (KAB),Indianapolis,Indiana (IN),https://kennysacademy.com/,kennysacademy.com,https://logo.clearbit.com/kennysacademy.com
Seattle Film Institute (SFI),Seattle,Washington (WA),https://www.sfi.edu/#fronttable,sfi.edu,https://logo.clearbit.com/sfi.edu
Arkansas Colleges of Health Education (ACHE),Fort Smith,Arkansas (AR),https://achehealth.edu/,achehealth.edu,https://logo.clearbit.com/achehealth.edu
Burrell College of Osteopathic Medicine (BCOM),Las Cruces,New Mexico (NM),https://burrell.edu/,burrell.edu,https://logo.clearbit.com/burrell.edu
California College of Music (CCM),Pasadena,California (CA),https://ccmla.edu/,ccmla.edu,https://logo.clearbit.com/ccmla.edu
California Health Sciences University (CHSU),Clovis,California (CA),https://chsu.edu/,chsu.edu,https://logo.clearbit.com/chsu.edu
Christian Culinary Academy (CCA),Cannon Beach,Oregon (OR),https://www.christianculinary.org/,christianculinary.org,https://logo.clearbit.com/christianculinary.org
Glitz School of Cosmetology (GSC),Las Cruces,New Mexico (NM),https://www.glitz.edu/,glitz.edu,https://logo.clearbit.com/glitz.edu
NationsUniversity (N),New Orleans,Louisiana (LA),https://www.nationsu.edu/,nationsu.edu,https://logo.clearbit.com/nationsu.edu
John Patrick University of Health and Applied Sciences (JPUHAS),South Bend,Indiana (IN),https://jpu.edu/,jpu.edu,https://logo.clearbit.com/jpu.edu
University of Saint Katherine (USK),San Marcos,California (CA),https://www.usk.edu/,usk.edu,https://logo.clearbit.com/usk.edu
Teachers College of San Joaquin (TCSJ),Stockton,California (CA),https://www.teacherscollegesj.edu/,teacherscollegesj.edu,https://logo.clearbit.com/teacherscollegesj.edu
U.S. Truck Driver Training School (UTDTS),Sterling Heights,Michigan (MI),https://ustdts.edu/,ustdts.edu,https://logo.clearbit.com/ustdts.edu
University of the People (UTP),Pasadena,California (CA),https://www.uopeople.edu/,uopeople.edu,https://logo.clearbit.com/uopeople.edu
South Dade Technical College-South Dade Skills Center Campus (SDTCDSCC),HOMESTEAD,Florida (FL),https://www.southdadetech.edu/,southdadetech.edu,https://logo.clearbit.com/southdadetech.edu
Wongu University of Oriental Medicine (WUOM),Las Vegas,Nevada (NV),https://www.wongu.edu/,wongu.edu,https://logo.clearbit.com/wongu.edu
Alabama School of Nail Technology & Cosmetology (ASNTC),Jackson,Alabama (AL),https://www.asntc.edu/,asntc.edu,https://logo.clearbit.com/asntc.edu
Tulsa Technology Center (TTC),Tulsa,Oklahoma (OK),https://tulsatech.edu/,tulsatech.edu,https://logo.clearbit.com/tulsatech.edu
Clovis Community College (CCC),Fresno,California (CA),https://www.cloviscollege.edu/,cloviscollege.edu,https://logo.clearbit.com/cloviscollege.edu
American Beauty Academy-West Valley Campus (ABAVC),West Valley City,Utah (UT),https://americanbeautyutah.com/,americanbeautyutah.com,https://logo.clearbit.com/americanbeautyutah.com
Caribbean Aviation Training Institute Inc (CATII),Carolina,,https://www.caribav.com/,caribav.com,https://logo.clearbit.com/caribav.com
Institute of Buddhist Studies (IBS),Berkeley,California (CA),https://www.shin-ibs.edu/,shin-ibs.edu,https://logo.clearbit.com/shin-ibs.edu
Purdue University Global (PUG),West Lafayette,Indiana (IN),https://www.purdueglobal.edu/,purdueglobal.edu,https://logo.clearbit.com/purdueglobal.edu
Carolina University (CU),Winston-Salem,North Carolina (NC),https://www.carolinau.edu/,carolinau.edu,https://logo.clearbit.com/carolinau.edu
Presbyterian Theological Seminary in America (PTSIA),Santa Fe Springs,California (CA),https://ch.ptsa.edu/en,ch.ptsa.edu,https://logo.clearbit.com/ch.ptsa.edu
HCI College (HC),West Palm Beach,Florida (FL),https://www.hci.edu/,hci.edu,https://logo.clearbit.com/hci.edu
America Evangelical University (AEU),Gardena,California (CA),https://www.aeu.edu/,aeu.edu,https://logo.clearbit.com/aeu.edu
Gadsden Technical College (GTC),Quincy,Florida (FL),https://www.gadsdentech.org/,gadsdentech.org,https://logo.clearbit.com/gadsdentech.org
Virginia University of Integrative Medicine (VUIM),Vienna,Virginia (VA),https://www.vuim.edu/,vuim.edu,https://logo.clearbit.com/vuim.edu
Nashville Film Institute (NFI),Nashville,Tennessee (TN),https://nfi.edu/,nfi.edu,https://logo.clearbit.com/nfi.edu
Los Angeles Academy of Figurative Art (LAAFA),Van Nuys,California (CA),https://laafa.edu/,laafa.edu,https://logo.clearbit.com/laafa.edu
Westcliff University (WU),Irvine,California (CA),https://www.westcliff.edu/,westcliff.edu,https://logo.clearbit.com/westcliff.edu
World Class Academy of Beauty Careers (WCABC),Tallahassee,Florida (FL),https://www.worldclassacademybeautycareers.com/,worldclassacademybeautycareers.com,https://logo.clearbit.com/worldclassacademybeautycareers.com
Allied Health Careers Institute (AHCI),Murfreesboro,Tennessee (TN),https://www.ahci.edu/,ahci.edu,https://logo.clearbit.com/ahci.edu
Sacramento Ultrasound Institute (SUI),Sacramento,California (CA),https://sui.edu/,sui.edu,https://logo.clearbit.com/sui.edu
Regan Career Institute (RCI),El Monte,California (CA),https://rci.edu/,rci.edu,https://logo.clearbit.com/rci.edu
Bolivar Technical College (BTC),Bolivar,Missouri (MO),https://www.bolivarcollege.edu/,bolivarcollege.edu,https://logo.clearbit.com/bolivarcollege.edu
MAK Beauty Institute (MBI),Cumming,Georgia (GA),https://www.makbeautyinstitute.com/,makbeautyinstitute.com,https://logo.clearbit.com/makbeautyinstitute.com
Reformed University (RU),Lawrenceville,Georgia (GA),https://runiv.edu/,runiv.edu,https://logo.clearbit.com/runiv.edu
Mobile Technical Training (MTT),South Hackensack,New Jersey (NJ),https://www.mobiletechtraining.com/,mobiletechtraining.com,https://logo.clearbit.com/mobiletechtraining.com
American Barber and Beauty Academy (ABBA),Reading,Pennsylvania (PA),https://americanbarberbeauty.com/,americanbarberbeauty.com,https://logo.clearbit.com/americanbarberbeauty.com
Master's Barber & Styling College (MBSC),Old Hickory,Tennessee (TN),https://mastersbarbercollege.edu/,mastersbarbercollege.edu,https://logo.clearbit.com/mastersbarbercollege.edu
Yeshiva Shaar Ephraim (YSE),Monsey,New York (NY),https://shaarephraim.org/,shaarephraim.org,https://logo.clearbit.com/shaarephraim.org
California Institute of Arts & Technology (CIAT),San Diego,California (CA),https://www.ciat.edu/,ciat.edu,https://logo.clearbit.com/ciat.edu
"Elite Cosmetology, Barber & Spa Academy (ECBSA)",Yakima,Washington (WA),https://elitecbsacademy.com/,elitecbsacademy.com,https://logo.clearbit.com/elitecbsacademy.com
Cutting Edge Academy (CEA),Succasunna,New Jersey (NJ),https://www.cuttingedgeacademynj.com/,cuttingedgeacademynj.com,https://logo.clearbit.com/cuttingedgeacademynj.com
Yeshiva Bais Aharon (YBA),Lakewood,New Jersey (NJ),https://www.yeshivabaisaharon.com/,yeshivabaisaharon.com,https://logo.clearbit.com/yeshivabaisaharon.com
Mechon L'hoyroa (ML),Monsey,New York (NY),https://www.mechonlhoyroa.com/,mechonlhoyroa.com,https://logo.clearbit.com/mechonlhoyroa.com
Elyon College (EC),Brooklyn,New York (NY),https://elyon.edu/,elyon.edu,https://logo.clearbit.com/elyon.edu
Western Michigan University Homer Stryker M.D. School of Medicine (WMUHSMSM),Kalamazoo,Michigan (MI),https://wmed.edu/,wmed.edu,https://logo.clearbit.com/wmed.edu
Harmony Health Care Institute (HHCI),Merrimack,New Hampshire (NH),https://www.harmony-health.org/,harmony-health.org,https://logo.clearbit.com/harmony-health.org
American Beauty Schools (ABS),Miami,Florida (FL),https://www.americanbeautyschools.com/,americanbeautyschools.com,https://logo.clearbit.com/americanbeautyschools.com
Hogan Institute of Cosmetology and Esthetics (HICE),Lilburn,Georgia (GA),https://www.hoganice.edu/,hoganice.edu,https://logo.clearbit.com/hoganice.edu
J's Barber College (JBC),New Iberia,Louisiana (LA),https://jsbarbercollege.com/,jsbarbercollege.com,https://logo.clearbit.com/jsbarbercollege.com
Ann Webb Skin Institute (AWSI),Austin,Texas (TX),https://awskininstitute.com/,awskininstitute.com,https://logo.clearbit.com/awskininstitute.com
Apex Academy Hair Skin Nails School of Cosmetology (AAHSNSC),Ontario,Ohio (OH),https://www.apexacademy2013.com/,apexacademy2013.com,https://logo.clearbit.com/apexacademy2013.com
The Esthetic Institute (TEI),Vienna,Virginia (VA),https://estheticinstitute.com/,estheticinstitute.com,https://logo.clearbit.com/estheticinstitute.com
Kor Beauty Academy (KBA),Peoria,Arizona (AZ),https://korbeautyacademy.org/,korbeautyacademy.org,https://logo.clearbit.com/korbeautyacademy.org
EduMed Partners (EP),Goodlettsville,Tennessee (TN),https://www.edumed-partners.com/,edumed-partners.com,https://logo.clearbit.com/edumed-partners.com
Massage Institute of Memphis (MIM),Memphis,Tennessee (TN),https://www.themassageinstitute.com/,themassageinstitute.com,https://logo.clearbit.com/themassageinstitute.com
Metro Detroit Barber College (MDBC),Detroit,Michigan (MI),https://mdbcollege.org/,mdbcollege.org,https://logo.clearbit.com/mdbcollege.org
Digital Media Institute (DMI),Shreveport,Louisiana (LA),https://www.dmi.edu/,dmi.edu,https://logo.clearbit.com/dmi.edu
Yeshiva Ohr Naftoli (YON),New Windsor,New York (NY),https://www.yeshivaohrnaftoli.com/,yeshivaohrnaftoli.com,https://logo.clearbit.com/yeshivaohrnaftoli.com
Bais Medrash Mayan Hatorah (BMMH),Lakewood,New Jersey (NJ),https://baismedrashmayanhatorah.com/,baismedrashmayanhatorah.com,https://logo.clearbit.com/baismedrashmayanhatorah.com
Allgood Beauty Institute (ABI),Frisco,Texas (TX),https://allgoodbeauty.com/,allgoodbeauty.com,https://logo.clearbit.com/allgoodbeauty.com
Ray J's College of Hair (RJCH),Baton Rouge,Louisiana (LA),https://www.rayjscollegeofhair.info/,rayjscollegeofhair.info,https://logo.clearbit.com/rayjscollegeofhair.info
Cincinnati School of Barbering & Hair Design (CSBHD),Cincinnati,Ohio (OH),https://cincinnatischoolofbarbering.com/,cincinnatischoolofbarbering.com,https://logo.clearbit.com/cincinnatischoolofbarbering.com
L Makeup Institute (LMI),Las Vegas,Nevada (NV),https://lmi.edu/,lmi.edu,https://logo.clearbit.com/lmi.edu
Northern Technical College (NTC),Pine Bluff,Arkansas (AR),https://www.northerntechnicalcolleges.com/,northerntechnicalcolleges.com,https://logo.clearbit.com/northerntechnicalcolleges.com
Maine Media College (MMC),Rockport,Maine (ME),https://www.mainemedia.edu/college/,mainemedia.edu,https://logo.clearbit.com/mainemedia.edu
Purdue University Northwest (PUN),Hammond,Indiana (IN),https://www.pnw.edu/,pnw.edu,https://logo.clearbit.com/pnw.edu
Advantage Career Institute (ACI),Eatontown,New Jersey (NJ),https://www.aci.edu/,aci.edu,https://logo.clearbit.com/aci.edu
Bull City Durham Beauty and Barber College (BCDBBC),Durham,North Carolina (NC),https://www.bullcitybarbercollege.com/,bullcitybarbercollege.com,https://logo.clearbit.com/bullcitybarbercollege.com
Yeshiva Kollel Tifereth Elizer (YKTE),Brooklyn,New York (NY),https://www.yeshivakolleltiferethelizer.com/,yeshivakolleltiferethelizer.com,https://logo.clearbit.com/yeshivakolleltiferethelizer.com
Strand Institute of Beauty & Esthetics (SIBE),Portland,Texas (TX),https://thestrandinstitute.edu/,thestrandinstitute.edu,https://logo.clearbit.com/thestrandinstitute.edu
Arkansas Welding Academy (AWA),Jacksonville,Arkansas (AR),https://arkansasweldingacademy.edu/,arkansasweldingacademy.edu,https://logo.clearbit.com/arkansasweldingacademy.edu
Commercial Divers International (CDI),Goodyear,Arizona (AZ),https://commercialdiversinternational.edu/,commercialdiversinternational.edu,https://logo.clearbit.com/commercialdiversinternational.edu
Unlimited Cosmetology School (UCS),Hattiesburg,Mississippi (MS),https://www.unlmtdcosmetologyschoolms.com/,unlmtdcosmetologyschoolms.com,https://logo.clearbit.com/unlmtdcosmetologyschoolms.com
Johnny Matthew's Hairdressing Training School (JMHTS),Salem,Oregon (OR),https://www.johnnymatthews.com/,johnnymatthews.com,https://logo.clearbit.com/johnnymatthews.com
The Culinary School of Fort Worth (TCSFW),Fort Worth,Texas (TX),https://www.csftw.edu/,csftw.edu,https://logo.clearbit.com/csftw.edu
Centralia Beauty College (CBC),Centralia,Washington (WA),https://www.centraliabeautycollege.com/,centraliabeautycollege.com,https://logo.clearbit.com/centraliabeautycollege.com
University of Wisconsin-Milwaukee Flex (UWF),Milwaukee,Wisconsin (WI),https://flex.wisconsin.edu/,flex.wisconsin.edu,https://logo.clearbit.com/flex.wisconsin.edu
Bnos Zion Of Bobov Seminary (BZBS),Brooklyn,New York (NY),https://www.bnoszionbobov.com/,bnoszionbobov.com,https://logo.clearbit.com/bnoszionbobov.com
ABC Adult School (AAS),Cerritos,California (CA),https://www.abcadultschool.edu/,abcadultschool.edu,https://logo.clearbit.com/abcadultschool.edu
Polytech Adult Education (PAE),Woodside,Delaware (DE),https://www.polytechworks.com/,polytechworks.com,https://logo.clearbit.com/polytechworks.com
California Institute of Medical Science (CIMS),Clovis,California (CA),https://cims.edu/,cims.edu,https://logo.clearbit.com/cims.edu
Union Bible College (UBC),Westfield,Indiana (IN),https://ubca.org/,ubca.org,https://logo.clearbit.com/ubca.org
Pets Playground Grooming School (PPGS),Pompano Beach,Florida (FL),https://www.petsplayground.edu/,petsplayground.edu,https://logo.clearbit.com/petsplayground.edu
San Bernardino Beauty College (SBBC),San Bernardino,California (CA),https://barber-beautycollege.com/,barber-beautycollege.com,https://logo.clearbit.com/barber-beautycollege.com
Christina and Company Education Center (CCEC),Lafayette,Indiana (IN),https://www.ccedcenter.com/,ccedcenter.com,https://logo.clearbit.com/ccedcenter.com
Institute of Medical Ultrasound (IMU),Atlanta,Georgia (GA),https://www.imu.edu/,imu.edu,https://logo.clearbit.com/imu.edu
Mystros Barber Academy (MBA),Houston,Texas (TX),https://mystrosbarberacademy.org/,mystrosbarberacademy.org,https://logo.clearbit.com/mystrosbarberacademy.org
European Medical School of Massage (EMSM),Sinking Spring,Pennsylvania (PA),https://emsom.edu/,emsom.edu,https://logo.clearbit.com/emsom.edu
Yeshiva Gedolah Tiferes Boruch (YGTB),North Plainfield,New Jersey (NJ),https://yeshivagedolahtiferesboruch.com/,yeshivagedolahtiferesboruch.com,https://logo.clearbit.com/yeshivagedolahtiferesboruch.com
Yeshiva Chemdas Hatorah (YCH),Lakewood,New Jersey (NJ),https://www.yeshivachemdashatorah.com/,yeshivachemdashatorah.com,https://logo.clearbit.com/yeshivachemdashatorah.com
Women's Institute of Torah Seminary and College (WITSC),Baltimore,Maryland (MD),https://www.wits.edu/,wits.edu,https://logo.clearbit.com/wits.edu
Yeshiva Gedolah Keren Hatorah (YGKH),Lakewood,New Jersey (NJ),https://yeshivagedolahkerenhatorah.com/,yeshivagedolahkerenhatorah.com,https://logo.clearbit.com/yeshivagedolahkerenhatorah.com
ICOHS College (IC),San Diego,California (CA),https://icohs.edu/,icohs.edu,https://logo.clearbit.com/icohs.edu
Neo-Esthetique European Institute (NEI),San Juan,,https://www.institutoneo.com/,institutoneo.com,https://logo.clearbit.com/institutoneo.com
Lehigh Valley Barber School (LVBS),Bethlehem,Pennsylvania (PA),https://www.lehighvalleybarberschool.com/,lehighvalleybarberschool.com,https://logo.clearbit.com/lehighvalleybarberschool.com
International Barber College (IBC),Chandler,Arizona (AZ),https://internationalbarber.net/,internationalbarber.net,https://logo.clearbit.com/internationalbarber.net
Brown Beauty Barber School (BBBS),Bessemer,Alabama (AL),https://brownbeautybarberschool.edu/,brownbeautybarberschool.edu,https://logo.clearbit.com/brownbeautybarberschool.edu
Rexburg College of Massage Therapy (RCMT),Rexburg,Idaho (ID),https://rexburgcmt.com/,rexburgcmt.com,https://logo.clearbit.com/rexburgcmt.com
Yeshiva Gedolah of Cliffwood (YGC),Keyport,New Jersey (NJ),https://yeshivagedolahcliffwood.com/,yeshivagedolahcliffwood.com,https://logo.clearbit.com/yeshivagedolahcliffwood.com
Goshen School of Cosmetology (GSC),Cleveland,Mississippi (MS),https://www.goshenschoolofcosmetology.co/,goshenschoolofcosmetology.co,https://logo.clearbit.com/goshenschoolofcosmetology.co
IBS School of Cosmetology and Massage (ISCM),Kahului,Hawaii (HI),https://ibs-hi.com/,ibs-hi.com,https://logo.clearbit.com/ibs-hi.com
UR Beauty & Barber Academy (UBBA),Sebring,Florida (FL),https://urbeautybarber.vpweb.com/,urbeautybarber.vpweb.com,https://logo.clearbit.com/urbeautybarber.vpweb.com
Urban Barber College (UBC),Concord,California (CA),https://urbanbarbercollege.com/,urbanbarbercollege.com,https://logo.clearbit.com/urbanbarbercollege.com
Yeshivas Emek Hatorah (YEH),Howell,New Jersey (NJ),https://yeshivasemekhatorah.com/,yeshivasemekhatorah.com,https://logo.clearbit.com/yeshivasemekhatorah.com
Transitions Career Institute School of Nursing (TCISN),Flushing,New York (NY),https://tcilpn.org/,tcilpn.org,https://logo.clearbit.com/tcilpn.org
Wilton Simpson Technical College (WSTC),Brooksville,Florida (FL),https://hernandoschools.org/schools/stc,hernandoschools.org,https://logo.clearbit.com/hernandoschools.org
Stacey James Institute (SJI),Parker,Colorado (CO),https://www.staceyjamesinstitute.com/,staceyjamesinstitute.com,https://logo.clearbit.com/staceyjamesinstitute.com
Meridian University (MU),Petaluma,California (CA),https://meridianuniversity.edu/,meridianuniversity.edu,https://logo.clearbit.com/meridianuniversity.edu
Seminary Bnos Chaim (SBC),Lakewood,New Jersey (NJ),https://www.seminarybnoschaim.com/,seminarybnoschaim.com,https://logo.clearbit.com/seminarybnoschaim.com
